Wavelength,Excitation,Emission
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
434,0,0
435,0,0
436,0,0
437,0,0
438,0,0
439,0,0
440,0,0
441,0,0
442,0,0
443,0,0
444,0,0
445,0,0
446,0,0
447,0,0
448,0,0
449,0,0
450,0,0
451,0,0
452,0,0
453,0,0
454,0,0
455,0,0
456,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,0
469,0,0
470,0,0
471,0,0
472,0,0
473,0,0
474,0,0
475,0,0
476,0,0
477,0,0
478,0,0
479,0,0
480,0,0
481,0,0
482,0,0
483,0,0
484,0,0
485,0,0
486,0,0
487,0,0
488,0,0
489,0,0
490,0,0
491,0,0
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,0
498,0,0
499,0,0
500,1.947762136,0
501,2.375478994,0
502,2.467173044,0
503,2.505966387,0
504,2.595960207,0
505,2.619886433,0
506,2.710808179,0
507,2.769562526,0
508,2.768184549,0
509,2.887208632,0
510,2.939213172,0
511,3.057461692,0
512,3.106250816,0
513,3.132349483,0
514,3.19300165,0
515,3.341901198,0
516,3.354636357,0
517,3.463531974,0
518,3.646897925,0
519,3.720571084,0
520,3.803998378,0
521,3.964148708,0
522,4.101900451,0
523,4.115959159,0
524,4.298765326,0
525,4.383181768,0
526,4.482319667,0
527,4.611094981,0
528,4.648172049,0
529,4.829590867,0
530,4.954790722,0
531,5.239331321,0
532,5.315737835,0
533,5.49496822,0
534,5.702325408,0
535,5.805088936,0
536,5.951991872,0
537,6.060961547,0
538,6.272855256,0
539,6.481572815,0
540,6.646230021,0
541,6.846600875,0
542,7.086432618,0
543,7.29694615,0
544,7.396146495,0
545,7.61791573,0
546,7.844989835,0
547,8.068558526,0
548,8.344206426,0
549,8.55558126,0
550,8.809675983,0
551,9.108527152,0
552,9.295616457,0
553,9.564314685,0
554,9.780030096,0
555,9.943506601,0
